acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0.029541015625,0.0234375,-0.994873046875,-0.02061669441739185,0.009773840316393174,-0.02596176334041937
0.029541015625,0.022705078125,-0.9912109375,-0.02321287075143379,0.007177663982351238,-0.029321520949179523
0.028076171875,0.0224609375,-0.999755859375,-0.022449289476715574,0.008552110276844029,-0.026878060870081228
0.029052734375,0.01953125,-0.987548828125,-0.025198182065701152,0.0058032176878584476,-0.029016088439292237
0.0302734375,0.02001953125,-0.996826171875,-0.02107484318222278,0.010995570355942322,-0.03237584604805239
0.028076171875,0.022216796875,-0.992431640625,-0.019242248122899062,0.009621124061449531,-0.03390300859748882
0.029052734375,0.02197265625,-0.9931640625,-0.019089531867955416,0.010842854100998679,-0.023976452026152003
0.03125,0.022705078125,-0.99365234375,-0.022143856966828284,0.010995570355942322,-0.03375029234254518
0.025634765625,0.016357421875,-0.994873046875,-0.021532991947053715,0.00870482653178767,-0.027183493379968515
0.02880859375,0.018310546875,-0.995361328125,-0.023365587006377433,0.011148286610885964,-0.03008510222389774
0.02783203125,0.02001953125,-0.994873046875,-0.019089531867955416,0.009621124061449531,-0.03543017114692526
0.02783203125,0.020751953125,-0.99169921875,-0.027641642144799448,0.004734203903252944,-0.02825250716457402
0.024169921875,0.020751953125,-0.9931640625,-0.023976452026152003,0.01038470533616775,-0.0310013997535596
0.02783203125,0.0234375,-0.9912109375,-0.019089531867955416,0.006872231472463951,-0.028099790909630377
0.025634765625,0.019287109375,-0.995849609375,-0.023518303261321077,0.014508044219646118,-0.03527745489198161
0.024169921875,0.023193359375,-0.99267578125,-0.02504546581075751,0.007941245257069456,-0.028405223419517664
0.028076171875,0.02197265625,-0.99658203125,-0.018784099358068133,0.009315691551562245,-0.030237818478841383
0.0263671875,0.021240234375,-0.990966796875,-0.02046397816244821,0.007330380237294881,-0.0310013997535596
0.026123046875,0.02001953125,-0.989501953125,-0.02275472198660286,0.006261366452689377,-0.0310013997535596
0.0283203125,0.021484375,-0.990966796875,-0.014660760474589762,0.01038470533616775,-0.027183493379968515
0.0244140625,0.02392578125,-0.992919921875,-0.019242248122899062,0.011148286610885964,-0.02779435839974309
0.03076171875,0.0224609375,-0.998291015625,-0.014202611709758832,0.008552110276844029,-0.030543250988728673
0.025146484375,0.02099609375,-0.990966796875,-0.030695967243672316,0.0058032176878584476,-0.031154116008503242
0.0283203125,0.01953125,-0.989990234375,-0.02046397816244821,0.008552110276844029,-0.028099790909630377
0.02880859375,0.01904296875,-0.9921875,-0.01863138310312449,0.0036651901186474404,-0.02871065592940495
0.0263671875,0.02197265625,-0.995849609375,-0.02550361457558844,0.008552110276844029,-0.02794707465468673
0.026123046875,0.02099609375,-0.98974609375,-0.023060154496490144,0.013439030435040614,-0.02871065592940495
0.02294921875,0.025390625,-0.99072265625,-0.019394964377842706,0.010995570355942322,-0.02596176334041937
0.026611328125,0.0234375,-0.9912109375,-0.019089531867955416,0.005955933942802091,-0.025656330830532086
0.02783203125,0.020263671875,-0.989990234375,-0.0172569368086317,0.007635812747182168,-0.026572628360193945
